SUBJECT,TRIAL,TIMEBIN,PICTURE,PUPIL_SIZE_MEAN
1,1,-500,h,1390.01
1,1,0,h,1461.82
1,1,200,h,1193.55
1,1,400,h,1255.88
1,1,600,h,1317.58
1,1,800,h,1421.81
1,1,1000,h,1519.01
1,1,1200,h,1572.3
1,1,1400,h,1585.04
1,1,1600,h,1567.41
1,1,1800,h,1538
1,1,2000,h,1568.11
1,1,2200,h,1604.56
1,1,2400,h,1619.38
1,1,2600,h,1557.51
1,1,2800,h,1466.2
1,1,3000,h,1402.62
1,1,3200,h,1380.27
1,1,3400,h,1455.54
1,1,3600,h,1541.6
1,1,3800,h,1550.57
2,1,-500,h,1458.45
2,1,0,h,2003.7
2,1,200,h,1532.66
2,1,400,h,1515.69
2,1,600,h,1694.67
2,1,800,h,1908.94
2,1,1000,h,1937.72
2,1,1200,h,1798.12
2,1,1400,h,1832.28
2,1,1600,h,1883.68
2,1,1800,h,1887.46
2,1,2000,h,1976.89
2,1,2200,h,2087.84
2,1,2400,h,2203.99
2,1,2600,h,2274.93
2,1,2800,h,2197.82
2,1,3000,h,2132.2
2,1,3200,h,2188.06
2,1,3400,h,2337.03
2,1,3600,h,2476.45
2,1,3800,h,2503.67
3,1,-500,h,1404.19
3,1,0,h,1526.7
3,1,200,h,1329.17
3,1,400,h,1307.67
3,1,600,h,1371.03
3,1,800,h,1463.61
3,1,1000,h,1511.99
3,1,1200,h,1569.26
3,1,1400,h,1645.9
3,1,1600,h,1671.06
3,1,1800,h,1670.82
3,1,2000,h,1679.21
3,1,2200,h,1706.89
3,1,2400,h,1787.93
3,1,2600,h,1837.09
3,1,2800,h,1818.2
3,1,3000,h,1490.61
3,1,3200,h,1449.04
3,1,3400,h,1180.75
3,1,3600,h,1416.94
3,1,3800,h,1461.26
4,1,-500,h,1316.11
4,1,0,h,2000.1
4,1,200,h,1472.58
4,1,400,h,1553.48
4,1,600,h,1641.03
4,1,800,h,1828.71
4,1,1000,h,2050.65
4,1,1200,h,2233.87
4,1,1400,h,2275.09
4,1,1600,h,2033.44
4,1,1800,h,1857.78
4,1,2000,h,1918.58
4,1,2200,h,2093.69
4,1,2400,h,2170.75
4,1,2600,h,2204.83
4,1,2800,h,2318.9
4,1,3000,h,2262.67
4,1,3200,h,2170.9
4,1,3400,h,2161.1
4,1,3600,h,2199.76
4,1,3800,h,2182.04
5,1,-500,h,2087.82
5,1,0,h,2313.99
5,1,200,h,1946.43
5,1,400,h,2015.03
5,1,600,h,2184.91
5,1,800,h,2314.2
5,1,1000,h,2384.98
5,1,1200,h,2476.82
5,1,1400,h,2457.49
5,1,1600,h,2328.25
5,1,1800,h,2324.09
5,1,2000,h,2289.53
5,1,2200,h,2324.34
5,1,2400,h,2395.31
5,1,2600,h,2383.75
5,1,2800,h,2387.81
5,1,3000,h,2448.6
5,1,3200,h,2501.05
5,1,3400,h,2476.35
5,1,3600,h,2426.74
5,1,3800,h,2385.07
6,1,-500,h,1716.11
6,1,0,h,2398.44
6,1,200,h,2160.09
6,1,400,h,2186.23
6,1,600,h,2299.82
6,1,800,h,2318.86
6,1,1000,h,2498.07
6,1,1200,h,2680.71
6,1,1400,h,2636.99
6,1,1600,h,2615.67
6,1,1800,h,2433.99
6,1,2000,h,2407.93
6,1,2200,h,2424.86
6,1,2400,h,2490.09
6,1,2600,h,2578.08
6,1,2800,h,2665.75
6,1,3000,h,2778.7
6,1,3200,h,2582.33
6,1,3400,h,2307.42
6,1,3600,h,2245.5
6,1,3800,h,2241.59
8,1,-500,h,1911.99
8,1,0,h,2090.37
8,1,200,h,1808.4
8,1,400,h,1795.5
8,1,600,h,1814.81
8,1,800,h,1848.91
8,1,1000,h,1887.47
8,1,1200,h,1947.72
8,1,1400,h,2042.89
8,1,1600,h,2182.3
8,1,1800,h,2279.35
8,1,2000,h,2288.24
8,1,2200,h,2267.11
8,1,2400,h,2231.88
8,1,2600,h,2263.79
8,1,2800,h,2319.83
8,1,3000,h,2352.6
8,1,3200,h,2359.48
8,1,3400,h,2288.27
8,1,3600,h,1881.22
8,1,3800,h,2060.94
9,1,-500,h,1705.91
9,1,0,h,1655.43
9,1,200,h,1646.96
9,1,400,h,1645.17
9,1,600,h,1654.9
9,1,800,h,1687.59
9,1,1000,h,1757.34
9,1,1200,h,1837.5
9,1,1400,h,1788.27
9,1,1600,h,1623.77
9,1,1800,h,1566.05
9,1,2000,h,1623.37
9,1,2200,h,1645.57
9,1,2400,h,1639.85
9,1,2600,h,1659.58
9,1,2800,h,1670.7
9,1,3000,h,1610.95
9,1,3200,h,1609.06
9,1,3400,h,1708.97
9,1,3600,h,1717.27
9,1,3800,h,1587.58
10,1,-500,h,1555.29
10,1,0,h,1698.81
10,1,200,h,1497.14
10,1,400,h,1556.44
10,1,600,h,1717.74
10,1,800,h,1853.94
10,1,1000,h,1875.95
10,1,1200,h,478.92
10,1,1400,h,1586.58
10,1,1600,h,1949.2
10,1,1800,h,1947.82
10,1,2000,h,1928.55
10,1,2200,h,1904.22
10,1,2400,h,1873.1
10,1,2600,h,1843.12
10,1,2800,h,1799.32
10,1,3000,h,1752.84
10,1,3200,h,1691.55
10,1,3400,h,1711.93
10,1,3600,h,1780.83
10,1,3800,h,1781.36
11,1,-500,h,1298.53
11,1,0,h,1526.88
11,1,200,h,1247.88
11,1,400,h,1268.77
11,1,600,h,1345.51
11,1,800,h,1416.7
11,1,1000,h,1450.41
11,1,1200,h,1510.73
11,1,1400,h,1613.88
11,1,1600,h,1712.97
11,1,1800,h,1697.57
11,1,2000,h,1568.83
11,1,2200,h,1555.67
11,1,2400,h,1566.93
11,1,2600,h,1586.14
11,1,2800,h,1602.23
11,1,3000,h,1644.6
11,1,3200,h,1678.17
11,1,3400,h,1680.02
11,1,3600,h,1677.7
11,1,3800,h,1593.43
12,1,-500,h,1265.33
12,1,0,h,1826.49
12,1,200,h,1531.38
12,1,400,h,1641.52
12,1,600,h,1715.88
12,1,800,h,1788.73
12,1,1000,h,1826.36
12,1,1200,h,1907.01
12,1,1400,h,2070.42
12,1,1600,h,2201.98
12,1,1800,h,2212.36
12,1,2000,h,2100.35
12,1,2200,h,1951.81
12,1,2400,h,1781.15
12,1,2600,h,1703.49
12,1,2800,h,1711.59
12,1,3000,h,1779.8
12,1,3200,h,1816.06
12,1,3400,h,1848.89
12,1,3600,h,1862.37
12,1,3800,h,1852.59
13,1,-500,h,2503.25
13,1,0,h,2841.7
13,1,200,h,2553.04
13,1,400,h,2631.06
13,1,600,h,2851.42
13,1,800,h,2887.33
13,1,1000,h,2846.56
13,1,1200,h,2748.9
13,1,1400,h,2653.08
13,1,1600,h,2584.38
13,1,1800,h,2610.79
13,1,2000,h,2718.85
13,1,2200,h,2935.4
13,1,2400,h,3166.03
13,1,2600,h,3354.24
13,1,2800,h,3411.03
13,1,3000,h,3356.72
13,1,3200,h,3137.46
13,1,3400,h,2197.67
13,1,3600,h,2141.18
13,1,3800,h,3240.74
15,1,-500,h,1418.58
15,1,0,h,1323.92
15,1,200,h,1171.81
15,1,400,h,1108.91
15,1,600,h,1163.96
15,1,800,h,1225.42
15,1,1000,h,1321.06
15,1,1200,h,1360.01
15,1,1400,h,1266.53
15,1,1600,h,1295.99
15,1,1800,h,1417.99
15,1,2000,h,1532.24
15,1,2200,h,1533.81
15,1,2400,h,1458.72
15,1,2600,h,1327.39
15,1,2800,h,1215.07
15,1,3000,h,1230.42
15,1,3200,h,1332.63
15,1,3400,h,1346.83
15,1,3600,h,1393.82
15,1,3800,h,1464.67
1,10,-500,h,1106.02
1,10,0,h,1164.49
1,10,200,h,1018
1,10,400,h,995.74
1,10,600,h,1042
1,10,800,h,1108.88
1,10,1000,h,1116.62
1,10,1200,h,1120.84
1,10,1400,h,1147.8
1,10,1600,h,1178.31
1,10,1800,h,1250.71
1,10,2000,h,1310.54
1,10,2200,h,1289.4
1,10,2400,h,1256.21
1,10,2600,h,1269.52
1,10,2800,h,1316.24
1,10,3000,h,1246.81
1,10,3200,h,1186.86
1,10,3400,h,1221.43
1,10,3600,h,1227.83
1,10,3800,h,1146.9
2,10,-500,h,2053.68
2,10,0,h,1905.7
2,10,200,h,2097.03
2,10,400,h,1921.54
2,10,600,h,1821.8
2,10,800,h,1825.61
2,10,1000,h,1802.53
2,10,1200,h,1857.09
2,10,1400,h,1974.22
2,10,1600,h,2026.33
2,10,1800,h,1955
2,10,2000,h,1874.29
2,10,2200,h,1907.52
2,10,2400,h,1993.17
2,10,2600,h,2027.65
2,10,2800,h,1956.46
2,10,3000,h,1860.85
2,10,3200,h,1814.4
2,10,3400,h,1796.79
2,10,3600,h,1819.19
2,10,3800,h,1864.19
3,10,-500,h,1261.01
3,10,0,h,1402.29
3,10,200,h,1181.1
3,10,400,h,1209.39
3,10,600,h,1291.79
3,10,800,h,1388.84
3,10,1000,h,1434.95
3,10,1200,h,1446.1
3,10,1400,h,1470.04
3,10,1600,h,1496.23
3,10,1800,h,1510.36
3,10,2000,h,487.95
3,10,2200,h,1513.36
3,10,2400,h,1509.42
3,10,2600,h,1465.33
3,10,2800,h,1480.3
3,10,3000,h,1552.63
3,10,3200,h,1617.69
3,10,3400,h,1604.29
3,10,3600,h,1575.48
3,10,3800,h,1581.37
4,10,-500,e,1275.78
4,10,0,e,1481.61
4,10,200,e,1321.83
4,10,400,e,1164.04
4,10,600,e,1118.55
4,10,800,e,1235.78
4,10,1000,e,1305.46
4,10,1200,e,1312.91
4,10,1400,e,1373.27
4,10,1600,e,1550.45
4,10,1800,e,1657.45
4,10,2000,e,1625.13
4,10,2200,e,1646.97
4,10,2400,e,1685.55
4,10,2600,e,1692.31
4,10,2800,e,1720.96
4,10,3000,e,1638.41
4,10,3200,e,1523.28
4,10,3400,e,1505.64
4,10,3600,e,1571.69
4,10,3800,e,1650.05
5,10,-500,h,1529.77
5,10,0,h,1507.09
5,10,200,h,1516.32
5,10,400,h,1488.24
5,10,600,h,1467.56
5,10,800,h,1493.25
5,10,1000,h,1547.3
5,10,1200,h,1593.2
5,10,1400,h,1618.83
5,10,1600,h,1387.9
5,10,1800,h,483.26
5,10,2000,h,1627.88
5,10,2200,h,1650.03
5,10,2400,h,1568.66
5,10,2600,h,1486.55
5,10,2800,h,1482.67
5,10,3000,h,1507.77
5,10,3200,h,1569.58
5,10,3400,h,1685.68
5,10,3600,h,1756.54
5,10,3800,h,1692.72
6,10,-500,h,2068.36
6,10,0,h,2104.27
6,10,200,h,2001.67
6,10,400,h,2088.63
6,10,600,h,2086.55
6,10,800,h,2102.42
6,10,1000,h,2176.35
6,10,1200,h,2219.49
6,10,1400,h,2311.51
6,10,1600,h,2252.98
6,10,1800,h,2326.9
6,10,2000,h,333.11
6,10,2200,h,2382.94
6,10,2400,h,2455.5
6,10,2600,h,2428.71
6,10,2800,h,2469.95
6,10,3000,h,2487.57
6,10,3200,h,2511.43
6,10,3400,h,177.88
6,10,3600,h,2380.8
6,10,3800,h,2702.65
8,10,-500,a,2030.78
8,10,0,a,2093.51
8,10,200,a,2065.28
8,10,400,a,1973.19
8,10,600,a,1936.24
8,10,800,a,1984.92
8,10,1000,a,2035.86
8,10,1200,a,2105.94
8,10,1400,a,2163.97
8,10,1600,a,2215.88
8,10,1800,a,2225.79
8,10,2000,a,2217.02
8,10,2200,a,2235.61
8,10,2400,a,2249.85
8,10,2600,a,2290.3
8,10,2800,a,2314.31
8,10,3000,a,2370.61
8,10,3200,a,1120.56
8,10,3400,a,1756.89
8,10,3600,a,2388.27
8,10,3800,a,2299.67
9,10,-500,h,1047.72
9,10,0,h,1463.75
9,10,200,h,590.09
9,10,400,h,1531.19
9,10,600,h,1534.35
9,10,800,h,1499.92
9,10,1000,h,1540.06
9,10,1200,h,1595.98
9,10,1400,h,1628.85
9,10,1600,h,1647.51
9,10,1800,h,1638.41
9,10,2000,h,1669.89
9,10,2200,h,1734.17
9,10,2400,h,570.66
9,10,2600,h,1778.96
9,10,2800,h,1744.94
9,10,3000,h,1650.45
9,10,3200,h,1225.63
9,10,3400,h,904.99
9,10,3600,h,1721.74
9,10,3800,h,1683.69
10,10,-500,a,1185.74
10,10,0,a,1620.09
10,10,200,a,1482.42
10,10,400,a,1504.44
10,10,600,a,1542.97
10,10,800,a,1577.32
10,10,1000,a,1633.8
10,10,1200,a,1675.79
10,10,1400,a,1598.34
10,10,1600,a,1553.59
10,10,1800,a,1620.64
10,10,2000,a,1678.34
10,10,2200,a,1680.4
10,10,2400,a,1695.49
10,10,2600,a,1754.09
10,10,2800,a,1752.52
10,10,3000,a,1742.2
10,10,3200,a,1699.05
10,10,3400,a,1671.62
10,10,3600,a,1643.7
10,10,3800,a,1590.99
11,10,-500,e,1241.07
11,10,0,e,1108.83
11,10,200,e,1040.67
11,10,400,e,1258.01
11,10,600,e,1316.21
11,10,800,e,1269.22
11,10,1000,e,1154.31
11,10,1200,e,1114.19
11,10,1400,e,1109.79
11,10,1600,e,1108.93
11,10,1800,e,1137.06
11,10,2000,e,1139.09
11,10,2200,e,1125.92
11,10,2400,e,1124.56
11,10,2600,e,1125.73
11,10,2800,e,1105.47
11,10,3000,e,1094.12
11,10,3200,e,1101.32
11,10,3400,e,1113.74
11,10,3600,e,1145.89
11,10,3800,e,1167.13
12,10,-500,a,1533.66
12,10,0,a,1769.26
12,10,200,a,1476.79
12,10,400,a,1371.27
12,10,600,a,1297.88
12,10,800,a,1343.29
12,10,1000,a,1502.67
12,10,1200,a,1658.73
12,10,1400,a,1775.16
12,10,1600,a,1850.88
12,10,1800,a,1914.58
12,10,2000,a,1947.61
12,10,2200,a,1934.36
12,10,2400,a,1900.22
12,10,2600,a,1858.63
12,10,2800,a,1866.35
12,10,3000,a,1930.19
12,10,3200,a,2015.44
12,10,3400,a,2061.97
12,10,3600,a,2055.91
12,10,3800,a,2051.88
13,10,-500,e,1219.22
13,10,0,e,2173.85
13,10,200,e,2492.05
13,10,400,e,2438.39
13,10,600,e,2218.75
13,10,800,e,2156
13,10,1000,e,2226.61
13,10,1200,e,2306.46
13,10,1400,e,2206.72
13,10,1600,e,2163.9
13,10,1800,e,2156.01
13,10,2000,e,2136.61
13,10,2200,e,2125.23
13,10,2400,e,2164.75
13,10,2600,e,2152.26
13,10,2800,e,2082.8
13,10,3000,e,2073.84
13,10,3200,e,2146.9
13,10,3400,e,2130.2
13,10,3600,e,2097.6
13,10,3800,e,2045.6
15,10,-500,e,1299.87
15,10,0,e,1181.86
15,10,200,e,1195.96
15,10,400,e,1242.23
15,10,600,e,1193.15
15,10,800,e,1186.91
15,10,1000,e,1192.66
15,10,1200,e,1181.23
15,10,1400,e,1177.76
15,10,1600,e,1178.01
15,10,1800,e,1087.84
15,10,2000,e,1053.27
15,10,2200,e,1106.52
15,10,2400,e,1181.82
15,10,2600,e,1215.82
15,10,2800,e,1161.06
15,10,3000,e,1157.45
15,10,3200,e,1216.01
15,10,3400,e,1285.31
15,10,3600,e,1306.68
15,10,3800,e,1264.09
1,11,-500,e,1222.84
1,11,0,e,1175.05
1,11,200,e,1201.75
1,11,400,e,1146.89
1,11,600,e,1053.52
1,11,800,e,1098.88
1,11,1000,e,1207.61
1,11,1200,e,1291.53
1,11,1400,e,1212.19
1,11,1600,e,1131.2
1,11,1800,e,1197.13
1,11,2000,e,1280.09
1,11,2200,e,1179.66
1,11,2400,e,1095.16
1,11,2600,e,1141.66
1,11,2800,e,1190.86
1,11,3000,e,1214.4
1,11,3200,e,1227.81
1,11,3400,e,1243.92
1,11,3600,e,1206.42
1,11,3800,e,1149.38
2,11,-500,e,1456.63
2,11,0,e,1304.07
2,11,200,e,1250.94
2,11,400,e,1234.89
2,11,600,e,1290.11
2,11,800,e,1301.35
2,11,1000,e,1251.16
2,11,1200,e,1219.85
2,11,1400,e,1233.91
2,11,1600,e,1253.93
2,11,1800,e,1254.44
2,11,2000,e,1215.34
2,11,2200,e,1156.93
2,11,2400,e,1159.43
2,11,2600,e,1267.15
2,11,2800,e,1331.03
2,11,3000,e,1327.59
2,11,3200,e,1374.65
2,11,3400,e,1447.74
2,11,3600,e,1500.36
2,11,3800,e,1531.03
3,11,-500,e,1598.4
3,11,0,e,1616.68
3,11,200,e,1665.69
3,11,400,e,1612.82
3,11,600,e,1586.1
3,11,800,e,1644.09
3,11,1000,e,1677.17
3,11,1200,e,1660.47
3,11,1400,e,1664.52
3,11,1600,e,1683.33
3,11,1800,e,1711.59
3,11,2000,e,1758.04
3,11,2200,e,1775.22
3,11,2400,e,1765.57
3,11,2600,e,1722.65
3,11,2800,e,1523.88
3,11,3000,e,887.79
3,11,3200,e,1689.58
3,11,3400,e,1667.03
3,11,3600,e,1590.92
3,11,3800,e,1581.52
4,11,-500,a,1222.27
4,11,0,a,1473.27
4,11,200,a,1432.36
4,11,400,a,1350.59
4,11,600,a,1310.12
4,11,800,a,1397.97
4,11,1000,a,1504.8
4,11,1200,a,1545.01
4,11,1400,a,1479.41
4,11,1600,a,1462.36
4,11,1800,a,1459.67
4,11,2000,a,1487.62
4,11,2200,a,1518.34
4,11,2400,a,1476.34
4,11,2600,a,1446.36
4,11,2800,a,1472.22
4,11,3000,a,1517.89
4,11,3200,a,1577.83
4,11,3400,a,1611.44
4,11,3600,a,1585.53
4,11,3800,a,1546.76
5,11,-500,e,1483.88
5,11,0,e,1462.14
5,11,200,e,1456.81
5,11,400,e,1447.81
5,11,600,e,1456.47
5,11,800,e,1498.67
5,11,1000,e,1533.09
5,11,1200,e,314.48
5,11,1400,e,1410.64
5,11,1600,e,1612.93
5,11,1800,e,1589.71
5,11,2000,e,1527.35
5,11,2200,e,1515.01
5,11,2400,e,1477.65
5,11,2600,e,1500.71
5,11,2800,e,1533.67
5,11,3000,e,1570.8
5,11,3200,e,1595.14
5,11,3400,e,1562.87
5,11,3600,e,1575.09
5,11,3800,e,1587.65
6,11,-500,e,1553.98
6,11,0,e,2669.94
6,11,200,e,2380.04
6,11,400,e,2323.93
6,11,600,e,2163.3
6,11,800,e,2255.63
6,11,1000,e,2378.57
6,11,1200,e,2529.03
6,11,1400,e,2636.18
6,11,1600,e,2658.38
6,11,1800,e,2699.05
6,11,2000,e,2769.22
6,11,2200,e,2853.78
6,11,2400,e,2755.32
6,11,2600,e,2610.34
6,11,2800,e,2730.71
6,11,3000,e,2905.61
6,11,3200,e,3057.25
6,11,3400,e,3105.2
6,11,3600,e,3016.83
6,11,3800,e,2984.98
8,11,-500,f,1468.1
8,11,0,f,1858.68
8,11,200,f,1886.14
8,11,400,f,1761.98
8,11,600,f,1701.58
8,11,800,f,1665.2
8,11,1000,f,1681.46
8,11,1200,f,1707.43
8,11,1400,f,1779.68
8,11,1600,f,1863.68
8,11,1800,f,1938.92
8,11,2000,f,2005.24
8,11,2200,f,2052.2
8,11,2400,f,2113.01
8,11,2600,f,2157.89
8,11,2800,f,1419.6
8,11,3000,f,1276.92
8,11,3200,f,2240.11
8,11,3400,f,2186.01
8,11,3600,f,2030.52
8,11,3800,f,1926.27
9,11,-500,e,1473.82
9,11,0,e,1585.89
9,11,200,e,1515.62
9,11,400,e,1476.56
9,11,600,e,1393.91
9,11,800,e,1367.72
9,11,1000,e,1427.56
9,11,1200,e,1519.75
9,11,1400,e,1564.17
9,11,1600,e,1547.06
9,11,1800,e,1538.19
9,11,2000,e,1593.54
9,11,2200,e,1631.64
9,11,2400,e,1669.9
9,11,2600,e,1710.1
9,11,2800,e,1754.79
9,11,3000,e,1734.47
9,11,3200,e,1778.19
9,11,3400,e,1844.42
9,11,3600,e,1872.52
9,11,3800,e,1891.18
10,11,-500,f,1583.99
10,11,0,f,1537.49
10,11,200,f,1589.46
10,11,400,f,1490.11
10,11,600,f,1477.47
10,11,800,f,1449.51
10,11,1000,f,1499.67
10,11,1200,f,1542.56
10,11,1400,f,1537.39
10,11,1600,f,1513.76
10,11,1800,f,1490.51
10,11,2000,f,1414.36
10,11,2200,f,1401.46
10,11,2400,f,1478.85
10,11,2600,f,1573.65
10,11,2800,f,1661.74
10,11,3000,f,1668.49
10,11,3200,f,1639.56
10,11,3400,f,1606.11
10,11,3600,f,1625.83
10,11,3800,f,1604.57
11,11,-500,a,855.17
11,11,0,a,1159.99
11,11,200,a,1068.31
11,11,400,a,1070.51
11,11,600,a,1134.43
11,11,800,a,1176.94
11,11,1000,a,1154.89
11,11,1200,a,1125.18
11,11,1400,a,1136.19
11,11,1600,a,1131.24
11,11,1800,a,1134.7
11,11,2000,a,1186.02
11,11,2200,a,1226.4
11,11,2400,a,1202.56
11,11,2600,a,1123.67
11,11,2800,a,1093.59
11,11,3000,a,1096.67
11,11,3200,a,1143.67
11,11,3400,a,1200.71
11,11,3600,a,1237.47
11,11,3800,a,1317.64
12,11,-500,f,1900.96
12,11,0,f,1663.73
12,11,200,f,1742.95
12,11,400,f,1635.99
12,11,600,f,1521.59
12,11,800,f,1510.65
12,11,1000,f,1529.54
12,11,1200,f,1577.63
12,11,1400,f,1650.04
12,11,1600,f,1727.94
12,11,1800,f,1777.69
12,11,2000,f,1817.56
12,11,2200,f,1807.09
12,11,2400,f,1779.66
12,11,2600,f,1809.16
12,11,2800,f,1343.51
12,11,3000,f,1866.42
12,11,3200,f,1846.88
12,11,3400,f,1714.19
12,11,3600,f,1601.99
12,11,3800,f,1549.55
13,11,-500,a,1861.12
13,11,0,a,2823.2
13,11,200,a,3010.32
13,11,400,a,2878.28
13,11,600,a,2714.59
13,11,800,a,2692.89
13,11,1000,a,2722.83
13,11,1200,a,2768.82
13,11,1400,a,2853.8
13,11,1600,a,2943.15
13,11,1800,a,2983.43
13,11,2000,a,2988.05
13,11,2200,a,3034.49
13,11,2400,a,2911.86
13,11,2600,a,2675.19
13,11,2800,a,2674.69
13,11,3000,a,2771.74
13,11,3200,a,2867.75
13,11,3400,a,2860.25
13,11,3600,a,2771.54
13,11,3800,a,2718.04
15,11,-500,a,1151.9
15,11,0,a,1214.84
15,11,200,a,1092.18
15,11,400,a,1176.04
15,11,600,a,1181.54
15,11,800,a,1188.03
15,11,1000,a,1307.44
15,11,1200,a,1383.94
15,11,1400,a,1391.63
15,11,1600,a,1337.18
15,11,1800,a,1233.84
15,11,2000,a,1223.03
15,11,2200,a,1229.96
15,11,2400,a,1191.64
15,11,2600,a,1228.38
15,11,2800,a,1298.56
15,11,3000,a,1367.37
15,11,3200,a,1344.85
15,11,3400,a,1240.79
15,11,3600,a,1123.14
15,11,3800,a,1067.78
1,12,-500,f,980.5
1,12,0,f,1057.85
1,12,200,f,1018.16
1,12,400,f,1069.8
1,12,600,f,1063.3
1,12,800,f,1065.64
1,12,1000,f,1047.6
1,12,1200,f,1005.34
1,12,1400,f,991.86
1,12,1600,f,1035.89
1,12,1800,f,1094.5
1,12,2000,f,1131.05
1,12,2200,f,1146.45
1,12,2400,f,1103.78
1,12,2600,f,1083.37
1,12,2800,f,1038.37
1,12,3000,f,1067.98
1,12,3200,f,1073.14
1,12,3400,f,1062.12
1,12,3600,f,1091.86
1,12,3800,f,1106.6
2,12,-500,f,1660.65
2,12,0,f,1771.14
2,12,200,f,1666.88
2,12,400,f,1629.55
2,12,600,f,1653.48
2,12,800,f,1715.9
2,12,1000,f,1721.2
2,12,1200,f,1751.36
2,12,1400,f,1771.66
2,12,1600,f,1789.79
2,12,1800,f,1801.9
2,12,2000,f,1812.19
2,12,2200,f,1841.99
2,12,2400,f,1882.51
2,12,2600,f,1893.17
2,12,2800,f,1876.95
2,12,3000,f,1826.34
2,12,3200,f,1775.41
2,12,3400,f,1775.25
2,12,3600,f,1807.78
2,12,3800,f,1835.47
3,12,-500,f,827
3,12,0,f,1279.94
3,12,200,f,1501.63
3,12,400,f,1462.69
3,12,600,f,1408.19
3,12,800,f,1398.43
3,12,1000,f,1386.48
3,12,1200,f,1412.81
3,12,1400,f,1474.09
3,12,1600,f,1430.91
3,12,1800,f,595.05
3,12,2000,f,1510.34
3,12,2200,f,1493.42
3,12,2400,f,1441.3
3,12,2600,f,1415.96
3,12,2800,f,1355.4
3,12,3000,f,1333.25
3,12,3200,f,1372.93
3,12,3400,f,1440.17
3,12,3600,f,582.97
3,12,3800,f,604.08
4,12,-500,d,1080.66
4,12,0,d,1549.48
4,12,200,d,1168.58
4,12,400,d,1220.69
4,12,600,d,1286.63
4,12,800,d,1414.81
4,12,1000,d,1506.3
4,12,1200,d,1585.45
4,12,1400,d,1610.8
4,12,1600,d,1573.79
4,12,1800,d,1592.32
4,12,2000,d,1681.69
4,12,2200,d,1772.54
4,12,2400,d,1733.78
4,12,2600,d,1636.96
4,12,2800,d,1624.31
4,12,3000,d,1666.18
4,12,3200,d,1654.21
4,12,3400,d,1628.41
4,12,3600,d,1693.05
4,12,3800,d,1787.61
5,12,-500,f,1518.19
5,12,0,f,1445.29
5,12,200,f,1520.65
5,12,400,f,1483.23
5,12,600,f,1456.57
5,12,800,f,1470.9
5,12,1000,f,1474.58
5,12,1200,f,1476.91
5,12,1400,f,1410.7
5,12,1600,f,1359.92
5,12,1800,f,1321.27
5,12,2000,f,369.01
5,12,2200,f,1410.26
5,12,2400,f,1540.9
5,12,2600,f,1543.76
5,12,2800,f,1541.43
5,12,3000,f,1519.51
5,12,3200,f,1587.97
5,12,3400,f,1629.37
5,12,3600,f,1665.52
5,12,3800,f,1637.31
6,12,-500,f,1624.39
6,12,0,f,1433.84
6,12,200,f,1686.66
6,12,400,f,1728.15
6,12,600,f,1715.16
6,12,800,f,1791.19
6,12,1000,f,384.63
6,12,1200,f,0
6,12,1400,f,891.63
6,12,1600,f,2268.19
6,12,1800,f,2025.79
6,12,2000,f,1684.59
6,12,2200,f,1566.73
6,12,2400,f,324.6
6,12,2600,f,569.99
6,12,2800,f,2002.51
6,12,3000,f,2001.07
6,12,3200,f,1817.01
6,12,3400,f,425.27
6,12,3600,f,1874.93
6,12,3800,f,1976.54
8,12,-500,c,1230.3
8,12,0,c,1699.37
8,12,200,c,1620.34
8,12,400,c,1536.14
8,12,600,c,1536.96
8,12,800,c,1548.49
8,12,1000,c,1541.12
8,12,1200,c,1553.88
8,12,1400,c,1559.95
8,12,1600,c,1562.02
8,12,1800,c,1577.05
8,12,2000,c,1599.11
8,12,2200,c,1669.74
8,12,2400,c,1743.9
8,12,2600,c,1754.04
8,12,2800,c,1784.88
8,12,3000,c,1815.53
8,12,3200,c,1856.21
8,12,3400,c,1919.86
8,12,3600,c,1969.91
8,12,3800,c,1982.96
9,12,-500,f,905.45
9,12,0,f,1412.29
9,12,200,f,1380.03
9,12,400,f,1379.29
9,12,600,f,1334.89
9,12,800,f,1312.97
9,12,1000,f,1291.69
9,12,1200,f,588.1
9,12,1400,f,1342.66
9,12,1600,f,1385.09
9,12,1800,f,1435.36
9,12,2000,f,1525.05
9,12,2200,f,1607.25
9,12,2400,f,1645.39
9,12,2600,f,1609.54
9,12,2800,f,1563.97
9,12,3000,f,1617.66
9,12,3200,f,1580.27
9,12,3400,f,1517.71
9,12,3600,f,1453.7
9,12,3800,f,1446.23
10,12,-500,c,1510.45
10,12,0,c,1470.6
10,12,200,c,1554.81
10,12,400,c,1530.64
10,12,600,c,1520.54
10,12,800,c,1292.04
10,12,1000,c,0
10,12,1200,c,1175.91
10,12,1400,c,1663.8
10,12,1600,c,1577.54
10,12,1800,c,1531.02
10,12,2000,c,1541.59
10,12,2200,c,1565.06
10,12,2400,c,1589.41
10,12,2600,c,1598.63
10,12,2800,c,1612.15
10,12,3000,c,1596.03
10,12,3200,c,1623.02
10,12,3400,c,1623.04
10,12,3600,c,1598.88
10,12,3800,c,1623.87
11,12,-500,d,1094.69
11,12,0,d,1321.84
11,12,200,d,1079.14
11,12,400,d,1079.67
11,12,600,d,1134.65
11,12,800,d,1219.53
11,12,1000,d,1311.9
11,12,1200,d,1375.7
11,12,1400,d,1442.49
