SUBJECT,TRIAL,TIMEBIN,PICTURE,PUPIL_SIZE_MEAN
12,5,800,g,1461.55
12,5,1000,g,1270.86
12,5,1200,g,1140.51
12,5,1400,g,1047.21
12,5,1600,g,1000.33
12,5,1800,g,1015.41
12,5,2000,g,1104.49
12,5,2200,g,1190.04
12,5,2400,g,1252.43
12,5,2600,g,1262.92
12,5,2800,g,1272.84
12,5,3000,g,1356.99
12,5,3200,g,1330.16
12,5,3400,g,1259.94
12,5,3600,g,1249.49
12,5,3800,g,1316.07
13,5,-500,g,1365.9
13,5,0,g,2821.18
13,5,200,g,2722.08
13,5,400,g,2786.3
13,5,600,g,2741.06
13,5,800,g,2640.92
13,5,1000,g,2609.65
13,5,1200,g,2634.39
13,5,1400,g,2693.13
13,5,1600,g,2729.44
13,5,1800,g,2876.77
13,5,2000,g,3004.29
13,5,2200,g,2984.18
13,5,2400,g,2957.95
13,5,2600,g,2928.6
13,5,2800,g,2873.11
13,5,3000,g,2869.43
13,5,3200,g,2934.37
13,5,3400,g,2877.46
13,5,3600,g,2900.04
13,5,3800,g,3070.56
15,5,-500,g,1136.84
15,5,0,g,1307.03
15,5,200,g,1204.86
15,5,400,g,1209.55
15,5,600,g,1168.67
15,5,800,g,1219.37
15,5,1000,g,1345.14
15,5,1200,g,1414.86
15,5,1400,g,1356.86
15,5,1600,g,1253.46
15,5,1800,g,1253.06
15,5,2000,g,1323.45
15,5,2200,g,1366.2
15,5,2400,g,1431.31
15,5,2600,g,1543.85
15,5,2800,g,1538.66
15,5,3000,g,1461.9
15,5,3200,g,1314.46
15,5,3400,g,1250.95
15,5,3600,g,1292.91
15,5,3800,g,1259
1,50,-500,e,667.04
1,50,0,e,973.57
1,50,200,e,1135.92
1,50,400,e,1047.16
1,50,600,e,953.47
1,50,800,e,910.97
1,50,1000,e,912.29
1,50,1200,e,920.35
1,50,1400,e,935.72
1,50,1600,e,935.41
1,50,1800,e,934.49
1,50,2000,e,937.76
1,50,2200,e,959.62
1,50,2400,e,1029.25
1,50,2600,e,1059.22
1,50,2800,e,969.73
1,50,3000,e,934.14
1,50,3200,e,960.57
1,50,3400,e,986.11
1,50,3600,e,996.31
1,50,3800,e,977.79
2,50,-500,e,1472.75
2,50,0,e,1660.81
2,50,200,e,1658.13
2,50,400,e,1666.06
2,50,600,e,1717.46
2,50,800,e,1726.84
2,50,1000,e,1728.81
2,50,1200,e,1760.44
2,50,1400,e,1810.75
2,50,1600,e,1757.21
2,50,1800,e,1630.58
2,50,2000,e,1561.91
2,50,2200,e,1525.6
2,50,2400,e,1551.08
2,50,2600,e,1594.67
2,50,2800,e,1606.83
2,50,3000,e,1603.07
2,50,3200,e,1622.65
2,50,3400,e,1677.01
2,50,3600,e,1726.52
2,50,3800,e,1767.56
3,50,-500,e,1235.67
3,50,0,e,1206.4
3,50,200,e,1144.7
3,50,400,e,1147.69
3,50,600,e,1152.65
3,50,800,e,974.05
3,50,1000,e,494.49
3,50,1200,e,1164.06
3,50,1400,e,1202.16
3,50,1600,e,1171.56
3,50,1800,e,1236.64
3,50,2000,e,1317.8
3,50,2200,e,1349.06
3,50,2400,e,1309.9
3,50,2600,e,1269.53
3,50,2800,e,1235.63
3,50,3000,e,1243.32
3,50,3200,e,1311.49
3,50,3400,e,1358.42
3,50,3600,e,1399.31
3,50,3800,e,1400.85
4,50,-500,f,1236.51
4,50,0,f,1289.4
4,50,200,f,1192.46
4,50,400,f,1051.31
4,50,600,f,1029.28
4,50,800,f,1094.62
4,50,1000,f,1176.16
4,50,1200,f,1185.54
4,50,1400,f,1135.86
4,50,1600,f,1096.26
4,50,1800,f,1066.24
4,50,2000,f,1121.53
4,50,2200,f,1234.79
4,50,2400,f,1303.53
4,50,2600,f,1319.45
4,50,2800,f,1332.15
4,50,3000,f,1420.02
4,50,3200,f,1479.94
4,50,3400,f,1548.81
4,50,3600,f,1643.91
4,50,3800,f,1692.49
5,50,-500,g,1969.14
5,50,0,g,1975.35
5,50,200,g,2014.72
5,50,400,g,1979.35
5,50,600,g,1939.53
5,50,800,g,1972.58
5,50,1000,g,1996.3
5,50,1200,g,2013.86
5,50,1400,g,2031.93
5,50,1600,g,2051.52
5,50,1800,g,2013.62
5,50,2000,g,1997.23
5,50,2200,g,1988.95
5,50,2400,g,1999.09
5,50,2600,g,1998.16
5,50,2800,g,1973.85
5,50,3000,g,1954.44
5,50,3200,g,1945.31
5,50,3400,g,1939.78
5,50,3600,g,1956.34
5,50,3800,g,1957.18
6,50,-500,g,2633
6,50,0,g,2723.3
6,50,200,g,2782.36
6,50,400,g,2774.71
6,50,600,g,2751.11
6,50,800,g,2766.75
6,50,1000,g,2909.83
6,50,1200,g,3066.2
6,50,1400,g,3112.06
6,50,1600,g,3167.56
6,50,1800,g,3180.86
6,50,2000,g,3175.56
6,50,2200,g,1882.52
6,50,2400,g,1243.85
6,50,2600,g,3033.42
6,50,2800,g,2909.76
6,50,3000,g,2743.46
6,50,3200,g,2677.28
6,50,3400,g,2639.43
6,50,3600,g,2733.73
6,50,3800,g,2607.35
8,50,-500,h,1745.73
8,50,0,h,1871.06
8,50,200,h,1543.06
8,50,400,h,1574.52
8,50,600,h,1637.42
8,50,800,h,1718.17
8,50,1000,h,1789.33
8,50,1200,h,1841.89
8,50,1400,h,1864.04
8,50,1600,h,1903.73
8,50,1800,h,1942.33
8,50,2000,h,1956.77
8,50,2200,h,1985.2
8,50,2400,h,2029.83
8,50,2600,h,2037.11
8,50,2800,h,2000.65
8,50,3000,h,1994.69
8,50,3200,h,2018.31
8,50,3400,h,2031.24
8,50,3600,h,2019.78
8,50,3800,h,2022.94
9,50,-500,e,1230.75
9,50,0,e,1200.27
9,50,200,e,1254.31
9,50,400,e,1219.21
9,50,600,e,1188.51
9,50,800,e,1193.52
9,50,1000,e,1177.11
9,50,1200,e,1151.17
9,50,1400,e,1129.8
9,50,1600,e,1104.87
9,50,1800,e,1083.73
9,50,2000,e,1097.61
9,50,2200,e,1127.29
9,50,2400,e,1148.52
9,50,2600,e,1200.29
9,50,2800,e,1270.24
9,50,3000,e,1312.36
9,50,3200,e,1318.69
9,50,3400,e,1295.79
9,50,3600,e,1276.53
9,50,3800,e,1263.04
10,50,-500,h,1267.02
10,50,0,h,1395.94
10,50,200,h,1272.87
10,50,400,h,1308.53
10,50,600,h,532.67
10,50,800,h,998.85
10,50,1000,h,1527.34
10,50,1200,h,1539.4
10,50,1400,h,1478.97
10,50,1600,h,1490.23
10,50,1800,h,1521.51
10,50,2000,h,1523.74
10,50,2200,h,1545.61
10,50,2400,h,1552.66
10,50,2600,h,1540.75
10,50,2800,h,1502.03
10,50,3000,h,1463.52
10,50,3200,h,1443.19
10,50,3400,h,1465.21
10,50,3600,h,1486.23
10,50,3800,h,1536.9
11,50,-500,f,1601.65
11,50,0,f,1510.12
11,50,200,f,1505.46
11,50,400,f,1495.88
11,50,600,f,1508.53
11,50,800,f,1519.01
11,50,1000,f,1500.16
11,50,1200,f,1517.14
11,50,1400,f,1568.39
11,50,1600,f,1574.33
11,50,1800,f,1587.56
11,50,2000,f,1632.44
11,50,2200,f,1651.71
11,50,2400,f,1628.76
11,50,2600,f,1639.04
11,50,2800,f,1645.71
11,50,3000,f,1659.53
11,50,3200,f,1374.64
11,50,3400,f,385.78
11,50,3600,f,1640.16
11,50,3800,f,1667.86
12,50,-500,h,1062.81
12,50,0,h,1670.08
12,50,200,h,1352.08
12,50,400,h,1367.77
12,50,600,h,1472.19
12,50,800,h,1554.25
12,50,1000,h,1623.23
12,50,1200,h,1635.27
12,50,1400,h,1627.83
12,50,1600,h,1702.86
12,50,1800,h,1789.17
12,50,2000,h,1849.26
12,50,2200,h,1850.14
12,50,2400,h,1761.64
12,50,2600,h,1718.69
12,50,2800,h,1660.92
12,50,3000,h,1598.36
12,50,3200,h,1654.08
12,50,3400,h,1774.99
12,50,3600,h,1905.63
12,50,3800,h,2004.18
13,50,-500,f,1813.82
13,50,0,f,1991.29
13,50,200,f,1999.05
13,50,400,f,1955.01
13,50,600,f,1898.4
13,50,800,f,1923.05
13,50,1000,f,1977.19
13,50,1200,f,2005.86
13,50,1400,f,2006.62
13,50,1600,f,2070.57
13,50,1800,f,2086.53
13,50,2000,f,2020.28
13,50,2200,f,1984.93
13,50,2400,f,1985.38
13,50,2600,f,1976.46
13,50,2800,f,1954.66
13,50,3000,f,2001.32
13,50,3200,f,2090.62
13,50,3400,f,2125.51
13,50,3600,f,2058.48
13,50,3800,f,1965.43
15,50,-500,f,1028.84
15,50,0,f,1115.33
15,50,200,f,1095.41
15,50,400,f,1124.99
15,50,600,f,1073.75
15,50,800,f,1086.73
15,50,1000,f,1137.87
15,50,1200,f,1158.9
15,50,1400,f,1151.88
15,50,1600,f,1123.65
15,50,1800,f,1142.55
15,50,2000,f,1144.72
15,50,2200,f,1191.45
15,50,2400,f,1188.79
15,50,2600,f,1125.81
15,50,2800,f,1134.63
15,50,3000,f,1180.02
15,50,3200,f,1156.54
15,50,3400,f,1098.06
15,50,3600,f,1081.14
15,50,3800,f,1091.04
1,51,-500,f,1028.35
1,51,0,f,1121.62
1,51,200,f,1070.14
1,51,400,f,1059.97
1,51,600,f,1009.08
1,51,800,f,1031.59
1,51,1000,f,1087.76
1,51,1200,f,1121.89
1,51,1400,f,1080.26
1,51,1600,f,1045.36
1,51,1800,f,1084.74
1,51,2000,f,1157.51
1,51,2200,f,1184.89
1,51,2400,f,1130.13
1,51,2600,f,1124.4
1,51,2800,f,1184.92
1,51,3000,f,1202.48
1,51,3200,f,1170.88
1,51,3400,f,1170.1
1,51,3600,f,1217.73
1,51,3800,f,1223.97
2,51,-500,f,1494.75
2,51,0,f,1639.26
2,51,200,f,1405.18
2,51,400,f,1380.53
2,51,600,f,1443.31
2,51,800,f,1504.01
2,51,1000,f,1547.29
2,51,1200,f,1571.81
2,51,1400,f,1590.81
2,51,1600,f,1578.19
2,51,1800,f,1593.47
2,51,2000,f,1605.66
2,51,2200,f,1633.72
2,51,2400,f,1708.92
2,51,2600,f,1799.01
2,51,2800,f,1813.05
2,51,3000,f,1774.66
2,51,3200,f,1741.69
2,51,3400,f,1768.72
2,51,3600,f,1868.87
2,51,3800,f,1922.98
3,51,-500,f,822.42
3,51,0,f,1258.48
3,51,200,f,1115.35
3,51,400,f,1110.94
3,51,600,f,1154.18
3,51,800,f,1223.99
3,51,1000,f,1257.72
3,51,1200,f,1343.81
3,51,1400,f,1432.76
3,51,1600,f,1464.8
3,51,1800,f,1427.19
3,51,2000,f,1404.18
3,51,2200,f,1411.23
3,51,2400,f,894.89
3,51,2600,f,907.7
3,51,2800,f,1347.7
3,51,3000,f,1266.31
3,51,3200,f,1232.08
3,51,3400,f,1260.78
3,51,3600,f,1316.79
3,51,3800,f,1385.81
4,51,-500,c,1572.33
4,51,0,c,1439.59
4,51,200,c,1555.4
4,51,400,c,1374.16
4,51,600,c,1278.76
4,51,800,c,1282.36
4,51,1000,c,1312.04
4,51,1200,c,1427.18
4,51,1400,c,1454.02
4,51,1600,c,1472.31
4,51,1800,c,1473.77
4,51,2000,c,1437.97
4,51,2200,c,1418.29
4,51,2400,c,1471.02
4,51,2600,c,1399.86
4,51,2800,c,1367.27
4,51,3000,c,1514.57
4,51,3200,c,1647
4,51,3400,c,1546.02
4,51,3600,c,1378.54
4,51,3800,c,1399.58
5,51,-500,e,1743.78
5,51,0,e,1685.49
5,51,200,e,1762.64
5,51,400,e,1690.16
5,51,600,e,1686.08
5,51,800,e,1703.43
5,51,1000,e,1692.45
5,51,1200,e,1695.54
5,51,1400,e,1688.81
5,51,1600,e,1646.35
5,51,1800,e,1645.78
5,51,2000,e,1665.07
5,51,2200,e,1690.53
5,51,2400,e,1731.58
5,51,2600,e,1721.18
5,51,2800,e,1678.42
5,51,3000,e,1663.96
5,51,3200,e,1645.24
5,51,3400,e,1683.56
5,51,3600,e,1705.92
5,51,3800,e,1695.65
6,51,-500,e,2534.84
6,51,0,e,2709.39
6,51,200,e,2643.58
6,51,400,e,2542.84
6,51,600,e,2535.45
6,51,800,e,2593.3
6,51,1000,e,2611.44
6,51,1200,e,2663.56
6,51,1400,e,2695.09
6,51,1600,e,2724.55
6,51,1800,e,2761.01
6,51,2000,e,2810.26
6,51,2200,e,2808.97
6,51,2400,e,2902.51
6,51,2600,e,3016.29
6,51,2800,e,3019.83
6,51,3000,e,2946.12
6,51,3200,e,2816.55
6,51,3400,e,2633.97
6,51,3600,e,2541.94
6,51,3800,e,2574.42
8,51,-500,d,1630.17
8,51,0,d,1578.2
8,51,200,d,1609.4
8,51,400,d,1598.42
8,51,600,d,1635.56
8,51,800,d,1706.42
8,51,1000,d,1764.29
8,51,1200,d,1811.4
8,51,1400,d,1881.72
8,51,1600,d,1920.29
8,51,1800,d,1483.31
8,51,2000,d,589.01
8,51,2200,d,1961.18
8,51,2400,d,1896.25
8,51,2600,d,1744.82
8,51,2800,d,1649.77
8,51,3000,d,1605.07
8,51,3200,d,1578.11
8,51,3400,d,1564.89
8,51,3600,d,1611.43
8,51,3800,d,1660.43
9,51,-500,f,1122.54
9,51,0,f,1301.4
9,51,200,f,1200.14
9,51,400,f,1210.19
9,51,600,f,1205.34
9,51,800,f,1195.66
9,51,1000,f,1175.38
9,51,1200,f,1157.35
9,51,1400,f,1161.66
9,51,1600,f,1198.31
9,51,1800,f,1214.41
9,51,2000,f,1228.53
9,51,2200,f,1253.86
9,51,2400,f,1280.9
9,51,2600,f,1302.15
9,51,2800,f,1319.89
9,51,3000,f,1358.79
9,51,3200,f,1426.44
9,51,3400,f,1515.6
9,51,3600,f,1595.33
9,51,3800,f,1648.95
10,51,-500,d,1096
10,51,0,d,1320.8
10,51,200,d,1110.24
10,51,400,d,1112.45
10,51,600,d,1161.34
10,51,800,d,1165.44
10,51,1000,d,1232.64
10,51,1200,d,1322.06
10,51,1400,d,1364.99
10,51,1600,d,1347.64
10,51,1800,d,1345.56
10,51,2000,d,1333.65
10,51,2200,d,1356.96
10,51,2400,d,1399.6
10,51,2600,d,1410.44
10,51,2800,d,1406.6
10,51,3000,d,1409.05
10,51,3200,d,1429.66
10,51,3400,d,1439.29
10,51,3600,d,1459.99
10,51,3800,d,1476.58
11,51,-500,c,1323.17
11,51,0,c,1403.78
11,51,200,c,1346.16
11,51,400,c,1388.94
11,51,600,c,1390.21
11,51,800,c,1393.08
11,51,1000,c,1406.28
11,51,1200,c,1421.44
11,51,1400,c,1397.63
11,51,1600,c,1387.83
11,51,1800,c,1410.61
11,51,2000,c,1476.55
11,51,2200,c,1518.17
11,51,2400,c,1518.65
11,51,2600,c,1531.01
11,51,2800,c,1541.46
11,51,3000,c,1536
11,51,3200,c,304.23
11,51,3400,c,1543.94
11,51,3600,c,1644.48
11,51,3800,c,1611.31
12,51,-500,d,1597.09
12,51,0,d,1723.98
12,51,200,d,1369.16
12,51,400,d,1274.77
12,51,600,d,1309.4
12,51,800,d,1464.87
12,51,1000,d,1603.32
12,51,1200,d,1668.89
12,51,1400,d,1729.99
12,51,1600,d,1783.96
12,51,1800,d,1808.67
12,51,2000,d,1809.81
12,51,2200,d,1832.02
12,51,2400,d,1877.69
12,51,2600,d,1928.78
12,51,2800,d,1924.34
12,51,3000,d,1933.48
12,51,3200,d,1933.58
12,51,3400,d,1918.4
12,51,3600,d,1890.52
12,51,3800,d,1878.11
13,51,-500,c,2149.93
13,51,0,c,2011.38
13,51,200,c,2189.06
13,51,400,c,2097.71
13,51,600,c,2078.18
13,51,800,c,2071.59
13,51,1000,c,2017.66
13,51,1200,c,2033.6
13,51,1400,c,2007.99
13,51,1600,c,1955.3
13,51,1800,c,1856.41
13,51,2000,c,1795.31
13,51,2200,c,1773.75
13,51,2400,c,1773.88
13,51,2600,c,1818.16
13,51,2800,c,1840.52
13,51,3000,c,1885.18
13,51,3200,c,2046.37
13,51,3400,c,2161.97
13,51,3600,c,2209.61
13,51,3800,c,2285.17
15,51,-500,c,931.85
15,51,0,c,1111.06
15,51,200,c,1024.14
15,51,400,c,994.03
15,51,600,c,966.66
15,51,800,c,1028.11
15,51,1000,c,1117.73
15,51,1200,c,1171.4
15,51,1400,c,1146.31
15,51,1600,c,1089.28
15,51,1800,c,1073.14
15,51,2000,c,1020.12
15,51,2200,c,1000.78
15,51,2400,c,1009.48
15,51,2600,c,1047.47
15,51,2800,c,1121.56
15,51,3000,c,1216.23
15,51,3200,c,1321.64
15,51,3400,c,1329.62
15,51,3600,c,1272.81
15,51,3800,c,1237.94
1,52,-500,d,939
1,52,0,d,1156.28
1,52,200,d,1277.22
1,52,400,d,1228.48
1,52,600,d,1135.3
1,52,800,d,1109.64
1,52,1000,d,1099.9
1,52,1200,d,1165.83
1,52,1400,d,1236.31
1,52,1600,d,1245.89
1,52,1800,d,1239.95
1,52,2000,d,1264.21
1,52,2200,d,1266.97
1,52,2400,d,1266.1
1,52,2600,d,969.6
1,52,2800,d,650.78
1,52,3000,d,1351.43
1,52,3200,d,1324.64
1,52,3400,d,1163.33
1,52,3600,d,1106.44
1,52,3800,d,1085.54
2,52,-500,d,1760.1
2,52,0,d,1941.18
2,52,200,d,1692.03
2,52,400,d,1679.8
2,52,600,d,1788.34
2,52,800,d,1929.46
2,52,1000,d,2010.51
2,52,1200,d,2074.81
2,52,1400,d,2124.3
2,52,1600,d,2172.65
2,52,1800,d,2198.5
2,52,2000,d,2177.57
2,52,2200,d,2138.92
2,52,2400,d,1932.21
2,52,2600,d,1806.38
2,52,2800,d,1826.1
2,52,3000,d,1892.04
2,52,3200,d,1985.24
2,52,3400,d,2065.76
2,52,3600,d,1980.73
2,52,3800,d,1900.81
3,52,-500,d,953.37
3,52,0,d,1303.69
3,52,200,d,1246.95
3,52,400,d,1258.01
3,52,600,d,1358.07
3,52,800,d,1427.87
3,52,1000,d,1399.83
3,52,1200,d,1444.42
3,52,1400,d,1548.27
3,52,1600,d,1536.3
3,52,1800,d,1492.31
3,52,2000,d,1451.32
3,52,2200,d,1315.44
3,52,2400,d,185.82
3,52,2600,d,1431.2
3,52,2800,d,1331.24
3,52,3000,d,1252.11
3,52,3200,d,1249.62
3,52,3400,d,1264.45
3,52,3600,d,1306.63
3,52,3800,d,1358.54
4,52,-500,b,1415.64
4,52,0,b,1333.66
4,52,200,b,1525.28
4,52,400,b,1419.59
4,52,600,b,1178.4
4,52,800,b,1137.56
4,52,1000,b,1138.84
4,52,1200,b,1205.87
4,52,1400,b,1299.77
4,52,1600,b,1360.48
4,52,1800,b,1490.93
4,52,2000,b,1660.09
4,52,2200,b,1637.76
4,52,2400,b,1585.82
4,52,2600,b,1516.9
4,52,2800,b,1465.84
4,52,3000,b,1385.2
4,52,3200,b,1361.91
4,52,3400,b,1361.33
4,52,3600,b,1336.59
4,52,3800,b,1305.41
5,52,-500,f,1680
5,52,0,f,1703.87
5,52,200,f,1653.8
5,52,400,f,1602.47
5,52,600,f,1603.56
5,52,800,f,1610.6
5,52,1000,f,1639.27
5,52,1200,f,1588.35
5,52,1400,f,1551.44
5,52,1600,f,1593.2
5,52,1800,f,1639.6
5,52,2000,f,1676.47
5,52,2200,f,1737.96
5,52,2400,f,1765.66
5,52,2600,f,1777.12
5,52,2800,f,1784.16
5,52,3000,f,1832.76
5,52,3200,f,1895.44
5,52,3400,f,1868.28
5,52,3600,f,1813.07
5,52,3800,f,1822.2
6,52,-500,f,2197.05
6,52,0,f,2412.22
6,52,200,f,2397.97
6,52,400,f,2344.14
6,52,600,f,2353.48
6,52,800,f,2498.52
6,52,1000,f,2513.08
6,52,1200,f,2477.45
6,52,1400,f,2400.77
6,52,1600,f,2264.31
6,52,1800,f,1157.9
6,52,2000,f,2434.73
6,52,2200,f,2386.27
6,52,2400,f,2387.63
6,52,2600,f,2468.81
6,52,2800,f,2582.38
6,52,3000,f,2608.92
6,52,3200,f,2519.97
6,52,3400,f,2632.19
6,52,3600,f,2688.38
6,52,3800,f,2718.91
8,52,-500,f,1186.34
8,52,0,f,1444.73
8,52,200,f,1332.06
8,52,400,f,1306.83
8,52,600,f,1297.69
8,52,800,f,1272.89
8,52,1000,f,1259.47
8,52,1200,f,1266.02
8,52,1400,f,1296.43
8,52,1600,f,1353.33
8,52,1800,f,1409.04
8,52,2000,f,1484.47
8,52,2200,f,1639.57
8,52,2400,f,1684.08
8,52,2600,f,1674.01
8,52,2800,f,1682.6
8,52,3000,f,1694.41
8,52,3200,f,1698.9
8,52,3400,f,1689.15
8,52,3600,f,1640.44
8,52,3800,f,1616.65
9,52,-500,d,1416.55
9,52,0,d,1416.99
9,52,200,d,1494.02
9,52,400,d,1408.79
9,52,600,d,1350.73
9,52,800,d,1327.71
9,52,1000,d,1317.46
9,52,1200,d,1317.64
9,52,1400,d,1315.21
9,52,1600,d,1362.63
9,52,1800,d,1389.52
9,52,2000,d,1360.06
9,52,2200,d,1358.34
9,52,2400,d,1369.49
9,52,2600,d,1411.69
9,52,2800,d,1465.27
9,52,3000,d,1485.82
9,52,3200,d,1484.56
9,52,3400,d,1516.31
9,52,3600,d,1563.27
9,52,3800,d,1561.23
10,52,-500,f,1270.97
10,52,0,f,1236.77
10,52,200,f,1295.79
10,52,400,f,1242.4
10,52,600,f,67.55
10,52,800,f,660.71
10,52,1000,f,1355.9
10,52,1200,f,1307.81
10,52,1400,f,1207.21
10,52,1600,f,1182.64
10,52,1800,f,1184.8
10,52,2000,f,1211.57
10,52,2200,f,1266.98
10,52,2400,f,1332.91
10,52,2600,f,1393.52
10,52,2800,f,1445.48
10,52,3000,f,1411.11
10,52,3200,f,1403.66
10,52,3400,f,1423.36
10,52,3600,f,1466.06
10,52,3800,f,1457.19
11,52,-500,b,815.94
11,52,0,b,1379.53
11,52,200,b,1287.94
11,52,400,b,1284.46
11,52,600,b,1302.31
11,52,800,b,1339.66
11,52,1000,b,1370.11
11,52,1200,b,1384.43
11,52,1400,b,1394.62
11,52,1600,b,1400.35
11,52,1800,b,1391.24
11,52,2000,b,1417.98
11,52,2200,b,1448.24
11,52,2400,b,1443.67
11,52,2600,b,1438.18
11,52,2800,b,1443.61
11,52,3000,b,1457.94
11,52,3200,b,1472.66
11,52,3400,b,1451.68
11,52,3600,b,1391.19
11,52,3800,b,1352.58
12,52,-500,f,1571.85
12,52,0,f,1704.29
12,52,200,f,1774.49
12,52,400,f,1780.17
12,52,600,f,1739.85
12,52,800,f,1748.74
12,52,1000,f,1741.59
12,52,1200,f,1717.72
12,52,1400,f,1706.61
12,52,1600,f,1690.19
12,52,1800,f,1702.96
12,52,2000,f,1688.33
12,52,2200,f,1697.57
12,52,2400,f,1696.92
12,52,2600,f,1681.51
12,52,2800,f,1674.24
12,52,3000,f,1699.84
12,52,3200,f,1712.12
12,52,3400,f,1716.99
12,52,3600,f,1702.69
12,52,3800,f,1691.57
13,52,-500,b,1800.67
13,52,0,b,2002.46
13,52,200,b,1768.54
13,52,400,b,2001.64
13,52,600,b,2193.66
13,52,800,b,2230.3
13,52,1000,b,2217.1
13,52,1200,b,2191.78
13,52,1400,b,2185.5
13,52,1600,b,2157.55
13,52,1800,b,2136.65
13,52,2000,b,2093
13,52,2200,b,2098.94
13,52,2400,b,2109.66
13,52,2600,b,2047.8
13,52,2800,b,2060.66
13,52,3000,b,2101.13
13,52,3200,b,2150.52
13,52,3400,b,2162.66
13,52,3600,b,2106.29
13,52,3800,b,2055
15,52,-500,b,1063.72
15,52,0,b,1177.66
15,52,200,b,960.76
15,52,400,b,996.16
15,52,600,b,1019.45
15,52,800,b,1082.11
15,52,1000,b,1197.49
15,52,1200,b,1192.35
15,52,1400,b,1187.97
15,52,1600,b,1204.16
15,52,1800,b,1195.69
15,52,2000,b,1161.21
15,52,2200,b,1156.21
15,52,2400,b,1200.96
15,52,2600,b,1276.71
15,52,2800,b,1286.39
15,52,3000,b,1277.31
15,52,3200,b,1320.48
15,52,3400,b,1347.99
15,52,3600,b,1283.12
15,52,3800,b,1231.5
1,53,-500,a,1052.47
1,53,0,a,1049.88
1,53,200,a,974.25
1,53,400,a,947.23
1,53,600,a,944.34
1,53,800,a,1004.98
1,53,1000,a,1042.67
1,53,1200,a,1077.07
1,53,1400,a,1136.98
1,53,1600,a,1156.28
1,53,1800,a,1127.18
1,53,2000,a,1132.04
1,53,2200,a,1112.64
1,53,2400,a,1070.89
1,53,2600,a,1064.49
1,53,2800,a,1030.82
1,53,3000,a,1010.91
1,53,3200,a,993.5
1,53,3400,a,986.58
1,53,3600,a,1014.96
1,53,3800,a,1091.13
2,53,-500,a,1827.82
2,53,0,a,1893.46
2,53,200,a,1746.49
2,53,400,a,1662.22
2,53,600,a,1709.09
2,53,800,a,1817.81
2,53,1000,a,1916.79
2,53,1200,a,1990.76
2,53,1400,a,1948.78
2,53,1600,a,1896.41
2,53,1800,a,1863.61
2,53,2000,a,1926.94
2,53,2200,a,2012.43
2,53,2400,a,1974.65
2,53,2600,a,1936.36
2,53,2800,a,1995.77
2,53,3000,a,2024.21
2,53,3200,a,2038.55
2,53,3400,a,2034.29
2,53,3600,a,1985.33
2,53,3800,a,1877.68
3,53,-500,a,1181.49
3,53,0,a,1269.97
3,53,200,a,1251.88
3,53,400,a,1184.65
3,53,600,a,1157.52
3,53,800,a,1227.84
3,53,1000,a,1305.46
3,53,1200,a,1388.27
3,53,1400,a,1457.8
3,53,1600,a,1503.91
3,53,1800,a,1537.59
3,53,2000,a,1567.59
3,53,2200,a,1554.34
3,53,2400,a,1538.04
3,53,2600,a,1521.54
3,53,2800,a,854.59
3,53,3000,a,975.02
3,53,3200,a,1506.64
3,53,3400,a,1210.9
3,53,3600,a,563.82
3,53,3800,a,1430.94
4,53,-500,g,1207.6
4,53,0,g,1225.8
4,53,200,g,1386.45
4,53,400,g,1296.9
4,53,600,g,1255.96
4,53,800,g,1341.28
4,53,1000,g,1479.88
4,53,1200,g,1567.54
4,53,1400,g,1553.6
4,53,1600,g,1404.59
4,53,1800,g,1261.75
4,53,2000,g,1140.98
4,53,2200,g,1013.96
4,53,2400,g,971.61
4,53,2600,g,1025.94
4,53,2800,g,1111.02
4,53,3000,g,1143.69
4,53,3200,g,1134.93
4,53,3400,g,1108.29
4,53,3600,g,1116.22
4,53,3800,g,1113.74
5,53,-500,d,1627.21
5,53,0,d,1934.89
5,53,200,d,1666.73
5,53,400,d,1665.29
5,53,600,d,1744.82
5,53,800,d,1841.7
5,53,1000,d,1910.55
5,53,1200,d,1974.49
5,53,1400,d,2074.27
5,53,1600,d,2139.15
5,53,1800,d,2179.45
5,53,2000,d,2188.43
5,53,2200,d,2209.95
5,53,2400,d,2133.99
5,53,2600,d,2066.73
5,53,2800,d,2025.6
5,53,3000,d,2079.17
5,53,3200,d,2126.79
5,53,3400,d,1752.74
5,53,3600,d,1319.74
5,53,3800,d,2011.23
6,53,-500,d,2494.54
6,53,0,d,2922.99
6,53,200,d,2587.52
6,53,400,d,2677.75
6,53,600,d,2864.23
6,53,800,d,3094.14
6,53,1000,d,3163.98
6,53,1200,d,3225.62
6,53,1400,d,3415.01
6,53,1600,d,3429.95
6,53,1800,d,2157.38
6,53,2000,d,1601.1
6,53,2200,d,3076.91
6,53,2400,d,2995.76
6,53,2600,d,2964.94
6,53,2800,d,3130.39
6,53,3000,d,3179.4
6,53,3200,d,3175.79
6,53,3400,d,3157
6,53,3600,d,3130.82
6,53,3800,d,3000.27
8,53,-500,c,909.11
8,53,0,c,1575.03
8,53,200,c,1687.35
8,53,400,c,1601.29
8,53,600,c,1594.33
8,53,800,c,1607.88
8,53,1000,c,1614.62
8,53,1200,c,1638.06
8,53,1400,c,1641.63
8,53,1600,c,1671.36
8,53,1800,c,1689
8,53,2000,c,1657.8
8,53,2200,c,1621.24
8,53,2400,c,1610.41
8,53,2600,c,1575.84
8,53,2800,c,1493.9
